Symbol,Date,Open,High,Low,Close,Volume
AACB,27-Mar-2026,10.34,10.34,10.34,10.34,1900
AACG,27-Mar-2026,1.01,1.02,0.9902,1.01,5900
AACI,27-Mar-2026,9.95,9.95,9.74,9.87,49400
AACIU,27-Mar-2026,9.99,9.99,9.96,9.96,7300
AACIW,27-Mar-2026,0.2,0.3,0.1825,0.3,28900
AACOU,27-Mar-2026,9.97,9.97,9.97,9.97,700
AADR,27-Mar-2026,79.59,79.96,78.9601,78.9601,4100
AAEQ,27-Mar-2026,45.382,45.382,45.382,45.382,100
AAL,27-Mar-2026,10.5,10.619,10.2,10.3,47681400
AALG,27-Mar-2026,7.67,7.81,7.23,7.3317,84300
AAME,27-Mar-2026,2.54,2.54,2.38,2.39,8100
AAOI,27-Mar-2026,101.2,101.5,94.18,98.21,7600800
AAON,27-Mar-2026,82.6,83.44,80.93,81.48,548900
AAPB,27-Mar-2026,27.22,27.47,25.925,26.1198,113500
AAPD,27-Mar-2026,13.96,14.2799,13.8799,14.24,15684500
AAPG,27-Mar-2026,23.12,23.14,22.89,23.04,3700
AAPL,27-Mar-2026,253.9,255.493,248.07,248.8,47900000
AAPU,27-Mar-2026,28.17,28.49,26.87,27.01,1508600
AARD,27-Mar-2026,3.44,3.68,3.35,3.55,225100
AAUS,27-Mar-2026,51.0998,51.0998,51.0998,51.0998,100
AAVM,27-Mar-2026,30.69,30.69,30.5355,30.5355,100
AAXJ,27-Mar-2026,94.58,94.89,93.765,94,1253300
ABAT,27-Mar-2026,2.7,2.745,2.64,2.66,2469900
ABCL,27-Mar-2026,3.31,3.35,3.2401,3.27,2369100
ABCS,27-Mar-2026,29.6,29.6,29.3019,29.3019,2100
ABEO,27-Mar-2026,4.32,4.39,4.29,4.29,1167800
ABI,27-Mar-2026,24.83,24.83,24.83,24.83,100
ABIG,27-Mar-2026,28.99,28.99,28.5081,28.5081,400
ABLVW,27-Mar-2026,0.0165,0.0165,0.0164,0.0164,4800
ABNB,27-Mar-2026,129.22,129.915,122.46,122.87,4207100
ABNG,27-Mar-2026,14.51,14.73,13.9,13.9689,5300
ABOS,27-Mar-2026,2.48,2.55,2.25,2.26,924500
ABSI,27-Mar-2026,2.84,2.96,2.725,2.78,4207300
ABTC,27-Mar-2026,0.9115,0.9201,0.86,0.86,7724600
ABTS,27-Mar-2026,1.96,2.3146,1.71,1.91,76000
ABUS,27-Mar-2026,4.42,4.55,4.28,4.29,1383400
ABVC,27-Mar-2026,1.07,1.07,0.97,1,75200
ABVE,27-Mar-2026,0.88,0.8999,0.746,0.7651,3356100
ABVEW,27-Mar-2026,0.255,0.3189,0.25,0.28,11800
ABVX,27-Mar-2026,108.24,108.43,102,102.47,1757400
ACAD,27-Mar-2026,21.25,21.42,20.7466,20.75,1215000
ACB,27-Mar-2026,3.31,3.312,3.1932,3.2,661600
ACCL,27-Mar-2026,1.39,1.39,1.33,1.34,26200
ACDC,27-Mar-2026,6.7,6.82,6.53,6.63,1563000
ACEP,27-Mar-2026,17.155,17.155,17.04,17.0796,29600
ACET,27-Mar-2026,6.62,6.66,6.42,6.47,105000
ACFN,27-Mar-2026,19.17,19.55,18.56,18.69,26700
ACGL,27-Mar-2026,94.17,94.65,93.35,93.42,2913700
ACGLN,27-Mar-2026,16.35,16.6,16.3,16.56,98600
ACGLO,27-Mar-2026,19.75,19.76,19.56,19.61,37700
ACHC,27-Mar-2026,23.81,24,22.53,22.91,3390700
ACHV,27-Mar-2026,2.88,2.88,2.63,2.65,1234000
ACIC,27-Mar-2026,11.42,11.42,11.1,11.13,122600
ACIU,27-Mar-2026,2.85,2.92,2.7,2.7,260500
ACIW,27-Mar-2026,40.25,40.25,39.31,39.88,663800
ACLS,27-Mar-2026,96.07,99.81,96.07,97.35,692100
ACLX,27-Mar-2026,114.62,114.82,114.54,114.57,1653600
ACMR,27-Mar-2026,40.56,41.495,39.7301,40.07,968500
ACNB,27-Mar-2026,47.1,47.615,46.74,47.25,68200
ACNT,27-Mar-2026,12.73,13.01,12.705,12.88,81600
ACOG,27-Mar-2026,5.01,5.36,4.87,5.08,111400
ACON,27-Mar-2026,3.21,3.24,3.0501,3.06,26500
ACONW,27-Mar-2026,0.0405,0.0405,0.0405,0.0405,200
ACRS,27-Mar-2026,3.5,3.605,3.4,3.52,2387900
