Symbol,Date,Open,High,Low,Close,Volume
AAME,17-Nov-2010,1.86,1.9,1.86,1.87,1700
AAON,17-Nov-2010,7.2859,7.3007,7.1881,7.2681,31400
AAPL,17-Nov-2010,10.7572,10.8568,10.6343,10.7322,17123200
AAWW,17-Nov-2010,55.01,55.74,53.87,55.1,158900
AAXJ,17-Nov-2010,61.41,61.72,61.37,61.38,375900
ABCB,17-Nov-2010,9.66,9.75,9.29,9.43,133000
ABIO,17-Nov-2010,2872.8,2872.8,2721.6,2766.96,33700
ABMD,17-Nov-2010,11.53,11.71,11.37,11.68,62200
ACAD,17-Nov-2010,0.7,0.71,0.67,0.7,198400
ACET,17-Nov-2010,7.45,7.57,7.26,7.41,105900
ACGL,17-Nov-2010,9.9422,10,9.9011,9.9656,302900
ACIW,17-Nov-2010,8.3567,8.38,8.29,8.3167,132300
ACLS,17-Nov-2010,10.16,10.28,9.68,9.96,882100
ACMR,17-Nov-2010,2.25,2.38,2.25,2.33,19200
ACOR,17-Nov-2010,27.09,27.27,26.57,26.89,759800
ACTG,17-Nov-2010,24.9,25.71,24.79,25.34,285000
ACWI,17-Nov-2010,44.55,44.71,44.39,44.48,285700
ACWX,17-Nov-2010,42.41,42.59,42.35,42.49,48400
ADBE,17-Nov-2010,28.97,29.27,28.66,28.9,6688100
ADES,17-Nov-2010,2.62,2.74,2.58,2.595,16400
ADI,17-Nov-2010,33.84,34.16,33.59,33.92,1881500
ADP,17-Nov-2010,39.0693,39.1836,38.9025,39.0429,2511300
ADRE,17-Nov-2010,45.28,45.68,45.26,45.4,40900
ADSK,17-Nov-2010,34.7,35.32,34.34,35.28,3049400
ADTN,17-Nov-2010,31.28,31.66,31.12,31.32,761900
ADUS,17-Nov-2010,4.02,4.05,4,4.05,2600
AEHR,17-Nov-2010,1,1.06,1,1,51500
AEIS,17-Nov-2010,11.79,11.97,11.63,11.66,410700
AEY,17-Nov-2010,3.12,3.26,3.02,3.16,12600
AEZS,17-Nov-2010,810,828,768,816,3159900
AGEN,17-Nov-2010,0.89,0.94,0.89,0.91,123900
AGNC,17-Nov-2010,28.58,28.64,28.4,28.47,1163000
AGYS,17-Nov-2010,5.18,5.26,5.08,5.1,61200
AHPI,17-Nov-2010,4.2,4.2,4.07,4.2,2700
AIMC,17-Nov-2010,15.32,15.39,15.1,15.3,112000
AINV,17-Nov-2010,31.38,31.74,31.2,31.44,1534800
AIRT,17-Nov-2010,9.51,9.59,9.4,9.4,3800
AKAM,17-Nov-2010,47.05,48.69,47.01,47.68,4602700
ALCO,17-Nov-2010,22.66,23.48,22.66,23.07,6400
ALGN,17-Nov-2010,17.99,18,17.63,17.68,650800
ALGT,17-Nov-2010,46.25,47.39,45.59,47.36,196200
ALIM,17-Nov-2010,11.07,11.07,10.54,10.67,99800
ALKS,17-Nov-2010,10.78,10.83,10.42,10.68,1026100
