Symbol,Date,Open,High,Low,Close,Volume
AAME,04-Dec-2001,1.99,2,1.82,1.85,2900
AAON,04-Dec-2001,2.7339,2.7339,2.6681,2.6942,7050
AAPL,04-Dec-2001,0.3759,0.4029,0.37,0.4,13588400
ABCB,04-Dec-2001,10.5833,10.5833,10.5833,10.5833,1440
ABMD,04-Dec-2001,18.7977,19,18.43,19,35600
ACBA,04-Dec-2001,5.397,5.397,5.397,5.397,220
ACET,04-Dec-2001,2.7615,2.7615,2.7437,2.7437,26325
ACGL,04-Dec-2001,2.6444,2.6444,2.6333,2.6333,1800
ACLS,04-Dec-2001,53.08,56.72,52.84,56.72,495900
ACMR,04-Dec-2001,28.45,29.8,28.25,29.49,116400
ADBE,04-Dec-2001,16.025,17.195,15.8,17.165,7204000
ADI,04-Dec-2001,42.5,44.67,42.1,44.65,4392800
ADP,04-Dec-2001,48.5249,49.5961,48.1738,49.245,1458500
ADPT,04-Dec-2001,13.15,13.95,13.15,13.9,2060000
ADSK,04-Dec-2001,9.165,9.3125,9.1498,9.2875,3248000
ADTN,04-Dec-2001,12.305,12.6123,12.1226,12.569,726200
AEHR,04-Dec-2001,3.75,3.94,3.75,3.94,200
AEIS,04-Dec-2001,22.55,26.84,22.36,26.83,1328100
AEZS,04-Dec-2001,3132,3282,3132,3240,4800
AGEN,04-Dec-2001,17,17.06,16.52,16.99,149600
AGIL,04-Dec-2001,12.64,13.29,12.64,13.29,345600
AGYS,04-Dec-2001,11.01,11.25,10.7,11.25,285500
AHPI,04-Dec-2001,3.46,3.5,3.46,3.5,10300
AIRT,04-Dec-2001,4.74,5,4.74,4.95,3200
AKAM,04-Dec-2001,5.59,6.04,5.42,6.03,1508700
ALCO,04-Dec-2001,30.2,30.596,30.006,30.006,1200
ALGN,04-Dec-2001,3.91,4.15,3.84,3.97,41500
ALKS,04-Dec-2001,23.45,23.85,23.1,23.5,877000
ALOT,04-Dec-2001,2.727,2.764,2.618,2.618,2530
ALTR,04-Dec-2001,22.9,24.35,22.7,24.32,5094800
ALVR,04-Dec-2001,31.1,31.5,30.1,30.3,164500
AMAT,04-Dec-2001,20.12,21.25,19.685,21.215,36746600
AMD,04-Dec-2001,14.2,14.97,13.9,14.9,7743400
AMED,04-Dec-2001,5.25,5.325,5.175,5.25,15000
AMGN,04-Dec-2001,67.07,67.65,66.05,66.66,11001000
AMKR,04-Dec-2001,15.5,16.54,15.49,16.53,1058400
AMNB,04-Dec-2001,18,18,17.91,18,4100
AMOT,04-Dec-2001,2.56,2.56,2.55,2.55,4500
AMPH,04-Dec-2001,3.55,3.73,3.55,3.73,700
