Symbol,Date,Open,High,Low,Close,Volume
AAME,23-Apr-2004,2.86,2.97,2.85,2.97,1418
AAON,23-Apr-2004,3.8835,4.0157,3.8835,3.9565,50916
AAPL,23-Apr-2004,0.4947,0.5,0.483,0.4947,11288370
ABCB,23-Apr-2004,15.75,15.8333,15.6333,15.8167,21062
ABMD,23-Apr-2004,12.95,13,12.61,12.79,122755
ACBA,23-Apr-2004,8.924,8.924,8.804,8.924,679
ACET,23-Apr-2004,9.91,10.1133,9.4333,9.4667,128460
ACGL,23-Apr-2004,4.6011,4.6022,4.5733,4.5833,57575
ACLS,23-Apr-2004,42.44,43.72,41.84,42.92,816577
ACMR,23-Apr-2004,29.4,29.53,28.61,28.9,228800
ACTG,23-Apr-2004,6.5,6.81,6.5,6.53,36515
ADBE,23-Apr-2004,21.39,21.885,21.39,21.845,6611574
ADES,23-Apr-2004,4.25,4.625,4.25,4.475,9385
ADI,23-Apr-2004,46.65,47.82,46.61,47.62,2942300
ADP,23-Apr-2004,40.1668,40.1668,39.5347,39.7981,1210600
ADPT,23-Apr-2004,8.66,8.7,8.52,8.61,1364577
ADRE,23-Apr-2004,18.598,18.71,18.595,18.71,1660
ADSK,23-Apr-2004,17.39,17.605,17.35,17.525,2627962
ADTN,23-Apr-2004,27.56,27.75,26.7,26.82,1516969
AEHR,23-Apr-2004,3.9,4.28,3.9,4.28,7280
AEIS,23-Apr-2004,15.57,15.82,15.31,15.55,519054
AEZS,23-Apr-2004,4590,4596,4266,4410,129090
AGEN,23-Apr-2004,10.2,10.39,9.85,9.99,389461
AGIL,23-Apr-2004,8.76,8.78,8.4,8.64,349875
AGYS,23-Apr-2004,11.73,12.26,11.71,12.26,133826
AHPI,23-Apr-2004,5.81,6.1,5.81,5.991,5125
AINV,23-Apr-2004,43.23,43.38,42.6,42.72,86891
AIRT,23-Apr-2004,5.7,5.7,5.5,5.5,4006
AKAM,23-Apr-2004,14.56,14.6,13.9,14.11,2334127
ALCO,23-Apr-2004,34.25,34.5,32.8,33.17,39905
ALGN,23-Apr-2004,19.32,19.32,18.8,19,535726
ALKS,23-Apr-2004,15.98,16.05,15.46,15.74,1109932
ALOT,23-Apr-2004,10.2,10.204,9.738,10.153,19923
ALTR,23-Apr-2004,21.03,21.89,20.88,21.8,7572497
ALVR,23-Apr-2004,119.5,121.9,118,120.6,407109
AMAT,23-Apr-2004,19.94,20.1,19.8,19.98,28686050
AMD,23-Apr-2004,16.6,16.74,16.2,16.36,7417600
AMED,23-Apr-2004,21.375,22.125,21.353,21.863,322954
AMGN,23-Apr-2004,58.75,58.98,58.06,58.31,15418300
AMKR,23-Apr-2004,13.82,14.1,13.51,13.87,807585
AMNB,23-Apr-2004,24.77,24.77,24.51,24.56,995
AMOT,23-Apr-2004,5.29,5.55,5.1,5.22,116531
AMPH,23-Apr-2004,11.48,12.07,11.48,11.55,10950
AMPL,23-Apr-2004,67.2,74.8,67.2,74.8,7180
AMRN,23-Apr-2004,1.48,1.48,1.13,1.15,62290
AMSC,23-Apr-2004,139.1,144.3,139.1,143.5,112490
AMSWA,23-Apr-2004,6.49,6.49,6.3,6.49,25227
AMWD,23-Apr-2004,33.5,33.5,33,33.04,6084
AMZN,23-Apr-2004,45.9,46.8873,45.51,46.29,14602911
ANAT,23-Apr-2004,90.5,92.25,90.24,90.47,2306
ANDE,23-Apr-2004,6.2667,6.3333,6.2533,6.26,3070
ANGN,23-Apr-2004,2.07,2.109,2.05,2.109,2800
ANIK,23-Apr-2004,9.64,9.9,9.18,9.2,98556
ANSS,23-Apr-2004,10.15,10.15,9.813,10.133,59278
APAC,23-Apr-2004,2.83,2.9,2.75,2.88,52805
APOG,23-Apr-2004,11.75,11.79,11.39,11.66,31127
APTM,23-Apr-2004,3.5,3.8,3.5,3.65,26921
ARKR,23-Apr-2004,17.15,17.26,17.15,17.26,500
