Symbol,Date,Open,High,Low,Close,Volume
AAME,11-Mar-2004,3.1286,3.3,3.1286,3.3,7050
AAON,11-Mar-2004,3.9881,4.0394,3.9665,3.9843,13985
AAPL,11-Mar-2004,0.4868,0.5007,0.4838,0.4848,21438430
ABCB,11-Mar-2004,15.725,15.9,15.475,15.475,13753
ABMD,11-Mar-2004,7.25,7.43,7.22,7.29,32903
ACBA,11-Mar-2004,9.538,9.538,9.005,9.045,6425
ACET,11-Mar-2004,9.7467,10.1133,9.6333,9.6467,200554
ACGL,11-Mar-2004,4.7167,4.74,4.66,4.69,75611
ACLS,11-Mar-2004,38.96,40.56,38.24,39.56,2610567
ACMR,11-Mar-2004,24.7,26.14,24.31,25.44,569300
ACTG,11-Mar-2004,6.26,6.3,6.2,6.22,59995
ADBE,11-Mar-2004,17.455,17.565,17.15,17.195,6741286
ADES,11-Mar-2004,3.95,4,3.75,3.75,24216
ADI,11-Mar-2004,47.36,48.95,47.11,47.19,4032100
ADP,11-Mar-2004,37.5506,37.6559,36.7954,36.9095,1849200
ADPT,11-Mar-2004,8.57,8.84,8.39,8.46,1157971
ADRE,11-Mar-2004,18.265,18.305,18.108,18.108,9295
ADSK,11-Mar-2004,14.255,14.535,14.25,14.3,4034084
ADTN,11-Mar-2004,31.29,32.28,30.16,30.29,1618931
AEHR,11-Mar-2004,4.6,4.6,4.6,4.6,10000
AEIS,11-Mar-2004,19.9,21,19.7,19.87,631407
AEZS,11-Mar-2004,3450,3450,3156,3396,122079
AGEN,11-Mar-2004,10.18,10.62,9.95,10.22,427701
AGIL,11-Mar-2004,8.1,8.47,7.88,8.25,678555
AGYS,11-Mar-2004,11.8,12.05,11.63,11.9,83213
AHPI,11-Mar-2004,5.355,5.5,5.15,5.36,14777
AIRT,11-Mar-2004,5.32,5.32,5.32,5.32,500
AKAM,11-Mar-2004,14.33,15.52,14.15,14.96,5393976
ALCO,11-Mar-2004,35.8,36.13,35,35.25,2120
ALGN,11-Mar-2004,18.75,19.04,18.11,18.2,384649
ALKS,11-Mar-2004,14.62,14.99,14.44,14.45,1585736
